,Year,bResult,rResult,gamelength
1240,2015,1,0,40
1241,2015,1,0,31
1242,2015,0,1,31
1243,2015,0,1,30
1244,2015,1,0,49
1245,2015,1,0,39
1246,2015,0,1,43
1247,2015,1,0,36
1248,2015,1,0,36
1249,2015,1,0,56
1250,2015,1,0,37
1251,2015,1,0,35
1252,2015,0,1,32
1253,2015,0,1,44
1254,2015,0,1,46
1255,2015,1,0,35
1256,2015,1,0,54
1257,2015,0,1,46
1258,2015,1,0,50
1259,2015,0,1,39
1260,2015,0,1,44
1261,2015,1,0,40
1262,2015,1,0,33
1263,2015,0,1,36
1264,2015,1,0,45
1265,2015,0,1,38
1266,2015,0,1,44
1267,2015,1,0,29
1268,2015,0,1,38
1269,2015,0,1,30
1270,2015,1,0,40
1271,2015,0,1,41
1272,2015,1,0,38
1273,2015,1,0,40
1274,2015,1,0,29
1275,2015,0,1,33
1276,2015,0,1,40
1277,2015,0,1,26
1278,2015,1,0,40
1279,2015,0,1,37
1280,2015,0,1,47
1281,2015,0,1,49
1282,2015,1,0,41
1283,2015,0,1,35
1284,2015,1,0,32
1285,2015,1,0,42
1286,2015,0,1,42
1287,2015,0,1,30
1288,2015,0,1,44
1289,2015,1,0,64
1290,2015,0,1,47
1291,2015,0,1,37
1292,2015,1,0,48
1293,2015,0,1,39
1294,2015,1,0,24
1295,2015,0,1,48
1296,2015,1,0,35
1297,2015,0,1,48
1298,2015,1,0,33
1299,2015,1,0,38
1300,2015,1,0,32
1301,2015,1,0,40
1302,2015,1,0,36
1303,2015,0,1,32
1304,2015,0,1,36
1305,2015,0,1,40
1306,2015,0,1,33
1307,2015,1,0,26
1308,2015,0,1,35
1309,2015,1,0,39
1310,2015,1,0,30
1311,2015,1,0,38
1312,2015,0,1,54
1313,2015,0,1,30
1314,2015,0,1,45
1315,2015,1,0,39
1316,2015,1,0,37
1317,2015,1,0,28
1318,2015,0,1,29
1319,2015,0,1,43
1320,2015,1,0,37
1321,2015,1,0,29
1322,2015,1,0,40
1323,2015,1,0,30
1324,2015,1,0,29
1325,2015,0,1,31
1326,2015,1,0,43
1327,2015,1,0,48
1328,2015,1,0,47
1329,2015,0,1,60
1330,2015,0,1,49
1331,2015,0,1,36
1332,2015,1,0,42
1333,2015,1,0,33
1334,2015,0,1,31
1335,2015,1,0,27
1336,2015,1,0,32
1337,2015,1,0,28
1338,2015,1,0,48
1339,2015,0,1,39
1340,2015,1,0,31
1341,2015,0,1,32
1342,2015,0,1,33
1343,2015,1,0,35
1344,2015,1,0,53
1345,2015,1,0,45
1346,2015,0,1,39
1347,2015,0,1,34
1348,2015,0,1,27
1349,2015,1,0,38
1350,2015,1,0,41
1351,2015,0,1,47
1352,2015,0,1,54
1353,2015,1,0,24
1354,2015,0,1,41
1355,2015,1,0,28
1356,2015,0,1,40
1357,2016,1,0,36
1358,2016,0,1,27
1359,2016,1,0,26
1360,2016,0,1,27
1361,2016,0,1,36
1362,2016,0,1,39
1363,2016,0,1,32
1364,2016,1,0,28
1365,2016,1,0,29
1366,2016,1,0,24
1367,2016,0,1,35
1368,2016,0,1,49
1369,2016,1,0,26
1370,2016,0,1,42
1371,2016,1,0,42
1372,2016,1,0,33
1373,2016,1,0,41
1374,2016,0,1,50
1375,2016,1,0,36
1376,2016,0,1,35
1377,2016,0,1,33
1378,2016,1,0,36
1379,2016,1,0,27
1380,2016,1,0,27
1381,2016,1,0,38
1382,2016,1,0,34
1383,2016,1,0,27
1384,2016,0,1,33
1385,2016,1,0,40
1386,2016,0,1,38
1387,2016,0,1,36
1388,2016,0,1,25
1389,2016,1,0,37
1390,2016,0,1,27
1391,2016,1,0,29
1392,2016,1,0,25
1393,2016,0,1,36
1394,2016,1,0,49
1395,2016,1,0,26
1396,2016,0,1,48
1397,2016,0,1,50
1398,2016,1,0,30
1399,2016,1,0,42
1400,2016,0,1,33
1401,2016,0,1,36
1402,2016,0,1,33
1403,2016,1,0,48
1404,2016,0,1,39
1405,2016,1,0,34
1406,2016,1,0,31
1407,2016,0,1,38
1408,2016,1,0,33
1409,2016,1,0,47
1410,2016,1,0,38
1411,2016,1,0,63
1412,2016,1,0,38
1413,2016,1,0,31
1414,2016,0,1,43
1415,2016,1,0,34
1416,2016,0,1,27
1417,2016,1,0,37
1418,2016,0,1,35
1419,2016,1,0,37
1420,2016,0,1,43
1421,2016,0,1,38
1422,2016,0,1,41
1423,2016,0,1,49
1424,2016,1,0,35
1425,2016,1,0,37
1426,2016,1,0,41
1427,2016,1,0,26
1428,2016,1,0,29
1429,2016,0,1,39
1430,2016,0,1,44
1431,2016,0,1,48
1432,2016,1,0,21
1433,2016,1,0,44
1434,2016,0,1,42
1435,2016,0,1,26
1436,2016,0,1,51
1437,2016,0,1,23
1438,2016,1,0,37
1439,2016,0,1,36
1440,2016,1,0,42
1441,2016,0,1,39
1442,2016,1,0,35
1443,2016,1,0,28
1444,2016,1,0,36
1445,2016,1,0,27
1446,2016,1,0,38
1447,2016,0,1,35
1448,2016,1,0,51
1449,2016,1,0,39
1450,2016,0,1,26
1451,2016,1,0,36
1452,2016,0,1,30
1453,2016,1,0,42
1454,2016,1,0,39
1455,2016,0,1,32
1456,2016,1,0,33
1457,2016,1,0,30
1458,2016,1,0,34
1459,2016,0,1,35
1460,2016,0,1,35
1461,2016,1,0,28
1462,2016,1,0,34
1463,2016,1,0,29
1464,2016,0,1,33
1465,2016,1,0,51
1466,2016,1,0,26
1467,2016,1,0,43
1468,2016,0,1,33
1469,2016,1,0,39
1470,2016,0,1,26
1471,2016,1,0,36
1472,2016,0,1,32
1473,2016,0,1,38
1474,2016,1,0,27
1475,2016,1,0,27
1476,2016,0,1,44
1477,2016,1,0,36
1478,2016,1,0,46
1479,2016,1,0,45
1480,2016,1,0,49
1481,2016,0,1,31
1482,2016,0,1,49
1483,2016,0,1,50
1484,2016,1,0,33
1485,2016,1,0,33
1486,2016,0,1,35
1487,2016,0,1,41
1488,2016,1,0,35
1489,2016,1,0,44
1490,2016,0,1,40
1491,2016,1,0,52
1492,2016,0,1,35
1493,2016,0,1,42
1494,2016,1,0,31
1495,2016,0,1,39
1496,2016,1,0,35
1497,2016,1,0,54
1498,2016,0,1,47
1499,2016,1,0,40
1500,2016,0,1,54
1501,2016,1,0,34
1502,2016,1,0,26
1503,2016,0,1,40
1504,2016,1,0,37
1505,2016,0,1,41
1506,2016,1,0,37
1507,2016,0,1,46
1508,2016,0,1,36
1509,2016,1,0,31
1510,2016,1,0,81
1511,2016,1,0,43
1512,2016,1,0,29
1513,2016,0,1,26
1514,2016,1,0,47
1515,2016,0,1,29
1516,2016,0,1,49
1517,2016,1,0,41
1518,2016,1,0,43
1519,2016,1,0,27
1520,2016,1,0,41
1521,2016,0,1,37
1522,2016,0,1,33
1523,2016,0,1,45
1524,2016,1,0,32
1525,2016,0,1,33
1526,2016,1,0,32
1527,2016,0,1,34
1528,2016,0,1,34
1529,2016,1,0,39
1530,2016,1,0,35
1531,2016,0,1,40
1532,2016,1,0,31
1533,2016,1,0,32
1534,2016,1,0,45
1535,2016,0,1,40
1536,2016,1,0,30
1537,2016,1,0,37
1538,2016,0,1,28
1539,2016,0,1,37
1540,2016,1,0,37
1541,2016,0,1,49
1542,2016,0,1,44
1543,2016,1,0,27
1544,2016,1,0,37
1545,2016,0,1,68
1546,2016,0,1,38
1547,2016,1,0,39
1548,2016,0,1,34
1549,2016,0,1,34
1550,2016,1,0,36
1551,2016,0,1,40
1552,2016,1,0,27
1553,2016,0,1,39
1554,2016,1,0,33
1555,2016,1,0,29
1556,2016,0,1,33
1557,2016,0,1,35
1558,2016,1,0,30
1559,2016,0,1,34
1560,2016,1,0,43
1561,2016,0,1,43
1562,2016,0,1,33
1563,2016,0,1,41
1564,2016,0,1,31
1565,2016,1,0,31
1566,2016,0,1,43
1567,2016,1,0,31
1568,2016,0,1,31
1569,2016,0,1,29
1570,2016,1,0,43
1571,2016,1,0,34
1572,2016,0,1,32
1573,2016,0,1,44
1574,2016,0,1,44
1575,2016,1,0,46
1576,2016,0,1,25
1577,2016,1,0,39
1578,2016,0,1,51
1579,2016,0,1,44
1580,2016,0,1,32
1581,2016,1,0,41
1582,2016,1,0,41
1583,2016,0,1,46
1584,2016,1,0,31
1585,2016,1,0,50
1586,2016,1,0,40
1587,2016,0,1,36
1588,2016,1,0,31
1589,2016,0,1,32
1590,2016,1,0,36
1591,2016,0,1,40
1592,2016,1,0,36
1593,2016,0,1,24
1594,2016,1,0,32
1595,2016,1,0,28
1596,2016,0,1,40
1597,2016,1,0,33
1598,2016,1,0,38
1599,2016,1,0,34
1600,2016,1,0,27
1601,2016,0,1,35
1602,2016,1,0,32
1603,2016,0,1,35
1604,2016,1,0,28
1605,2016,0,1,34
1606,2016,1,0,36
1607,2016,1,0,34
1608,2016,0,1,33
1609,2016,1,0,29
1610,2016,0,1,36
1611,2016,1,0,50
1612,2016,1,0,46
1613,2016,0,1,37
1614,2016,1,0,34
1615,2016,0,1,34
1616,2016,1,0,28
1617,2016,0,1,39
1618,2016,1,0,37
1619,2016,1,0,38
1620,2016,0,1,31
1621,2016,0,1,38
1622,2016,0,1,41
1623,2016,0,1,28
1624,2016,0,1,44
1625,2016,1,0,25
1626,2016,1,0,42
1627,2016,1,0,34
1628,2016,0,1,42
1629,2016,1,0,34
1630,2016,1,0,33
1631,2016,1,0,35
1632,2016,1,0,33
1633,2016,1,0,43
1634,2016,0,1,38
1635,2016,0,1,56
1636,2016,0,1,37
1637,2016,1,0,31
1638,2016,0,1,51
1639,2016,1,0,40
1640,2016,1,0,33
1641,2016,1,0,33
1642,2016,0,1,30
1643,2016,0,1,33
1644,2016,0,1,38
1645,2016,0,1,26
1646,2016,1,0,29
1647,2016,1,0,33
1648,2016,0,1,32
1649,2016,0,1,36
1650,2016,1,0,37
1651,2016,0,1,31
1652,2016,0,1,41
1653,2016,0,1,34
1654,2016,0,1,32
1655,2016,1,0,41
1656,2016,1,0,29
1657,2016,1,0,37
1658,2016,0,1,35
1659,2016,1,0,35
1660,2016,1,0,37
1661,2016,0,1,42
1662,2016,1,0,43
1663,2016,0,1,39
1664,2016,0,1,34
1665,2016,1,0,38
1666,2016,1,0,41
1667,2016,0,1,35
1668,2016,1,0,27
1669,2016,0,1,42
1670,2016,1,0,40
1671,2016,0,1,30
1672,2016,0,1,34
1673,2016,0,1,42
1674,2016,0,1,41
1675,2016,1,0,29
1676,2016,1,0,35
1677,2016,0,1,24
1678,2016,0,1,37
1679,2016,0,1,26
1680,2016,0,1,36
1681,2016,0,1,35
1682,2016,1,0,28
1683,2016,0,1,39
1684,2016,1,0,34
1685,2016,1,0,61
1686,2016,1,0,35
1687,2016,1,0,41
1688,2017,0,1,36
1689,2017,1,0,43
1690,2017,1,0,43
1691,2017,1,0,50
1692,2017,1,0,46
1693,2017,0,1,47
1694,2017,1,0,27
1695,2017,1,0,37
1696,2017,0,1,28
1697,2017,1,0,33
1698,2017,0,1,39
1699,2017,1,0,36
1700,2017,1,0,30
1701,2017,0,1,28
1702,2017,0,1,34
1703,2017,0,1,26
1704,2017,1,0,33
1705,2017,0,1,50
1706,2017,1,0,41
1707,2017,1,0,28
1708,2017,1,0,38
1709,2017,1,0,41
1710,2017,0,1,28
1711,2017,0,1,42
1712,2017,1,0,33
1713,2017,1,0,42
1714,2017,1,0,44
1715,2017,1,0,43
1716,2017,0,1,37
1717,2017,1,0,31
1718,2017,0,1,44
1719,2017,1,0,35
1720,2017,1,0,40
1721,2017,1,0,41
1722,2017,1,0,46
1723,2017,1,0,37
1724,2017,0,1,32
1725,2017,0,1,41
1726,2017,1,0,34
1727,2017,1,0,35
1728,2017,1,0,30
1729,2017,0,1,45
1730,2017,0,1,34
1731,2017,1,0,45
1732,2017,0,1,26
1733,2017,1,0,42
1734,2017,0,1,26
1735,2017,1,0,45
1736,2017,0,1,29
1737,2017,1,0,28
1738,2017,0,1,29
1739,2017,1,0,44
1740,2017,1,0,31
1741,2017,1,0,46
1742,2017,1,0,39
1743,2017,1,0,35
1744,2017,1,0,31
1745,2017,1,0,40
1746,2017,1,0,41
1747,2017,0,1,34
1748,2017,1,0,48
1749,2017,1,0,26
1750,2017,1,0,34
1751,2017,1,0,40
1752,2017,1,0,41
1753,2017,1,0,27
1754,2017,1,0,44
1755,2017,0,1,46
1756,2017,0,1,44
1757,2017,1,0,33
1758,2017,1,0,38
1759,2017,0,1,35
1760,2017,1,0,38
1761,2017,0,1,37
1762,2017,0,1,38
1763,2017,1,0,31
1764,2017,0,1,39
1765,2017,0,1,40
1766,2017,1,0,43
1767,2017,1,0,28
1768,2017,1,0,29
1769,2017,0,1,38
1770,2017,1,0,34
1771,2017,0,1,27
1772,2017,1,0,31
1773,2017,1,0,31
1774,2017,0,1,42
1775,2017,0,1,33
1776,2017,1,0,26
1777,2017,0,1,42
1778,2017,0,1,29
1779,2017,0,1,42
1780,2017,0,1,78
1781,2017,1,0,55
1782,2017,0,1,31
1783,2017,0,1,33
1784,2017,1,0,35
1785,2017,0,1,35
1786,2017,1,0,49
1787,2017,1,0,36
1788,2017,0,1,41
1789,2017,0,1,42
1790,2017,1,0,50
1791,2017,0,1,40
1792,2017,1,0,35
1793,2017,1,0,29
1794,2017,1,0,53
1795,2017,1,0,36
1796,2017,0,1,47
1797,2017,0,1,41
1798,2017,1,0,43
1799,2017,0,1,55
1800,2017,1,0,38
1801,2017,0,1,40
1802,2017,0,1,44
1803,2017,1,0,32
1804,2017,1,0,37
1805,2017,0,1,43
1806,2017,0,1,34
1807,2017,1,0,40
1808,2017,1,0,32
1809,2017,1,0,34
1810,2017,0,1,24
1811,2017,1,0,36
1812,2017,0,1,37
1813,2017,1,0,35
1814,2017,0,1,40
1815,2017,1,0,35
1816,2017,0,1,26
1817,2017,1,0,31
1818,2017,0,1,37
1819,2017,0,1,30
1820,2017,0,1,44
1821,2017,0,1,25
1822,2017,0,1,54
1823,2017,0,1,26
1824,2017,1,0,35
1825,2017,1,0,30
1826,2017,0,1,37
1827,2017,1,0,40
1828,2017,1,0,31
1829,2017,0,1,48
1830,2017,1,0,33
1831,2017,1,0,33
1832,2017,1,0,38
1833,2017,0,1,40
1834,2017,0,1,28
1835,2017,0,1,28
1836,2017,1,0,40
1837,2017,1,0,41
1838,2017,1,0,28
1839,2017,1,0,28
1840,2017,0,1,30
1841,2017,0,1,37
1842,2017,0,1,26
1843,2017,1,0,31
1844,2017,1,0,40
1845,2017,0,1,42
1846,2017,0,1,49
1847,2017,1,0,43
1848,2017,0,1,40
1849,2017,1,0,40
1850,2017,0,1,39
1851,2017,1,0,30
1852,2017,0,1,32
1853,2017,1,0,47
1854,2017,0,1,43
1855,2017,0,1,34
1856,2017,0,1,53
1857,2017,1,0,42
1858,2017,1,0,50
1859,2017,1,0,27
1860,2017,1,0,36
1861,2017,1,0,27
1862,2017,1,0,30
1863,2017,0,1,47
1864,2017,1,0,31
1865,2017,1,0,40
1866,2017,0,1,38
1867,2017,1,0,45
1868,2017,0,1,25
1869,2017,1,0,42
1870,2017,1,0,24
1871,2017,1,0,41
1872,2017,1,0,36
1873,2017,0,1,42
1874,2017,1,0,30
1875,2017,0,1,29
1876,2017,1,0,37
1877,2017,1,0,28
1878,2017,1,0,34
1879,2017,0,1,46
1880,2017,1,0,29
1881,2017,0,1,49
1882,2017,0,1,34
1883,2017,0,1,40
1884,2017,0,1,31
1885,2017,1,0,36
1886,2017,1,0,28
1887,2017,0,1,27
1888,2017,1,0,41
1889,2017,0,1,34
1890,2017,1,0,30
1891,2017,1,0,25
1892,2017,0,1,44
1893,2017,1,0,38
1894,2017,0,1,34
1895,2017,0,1,28
1896,2017,1,0,39
1897,2017,1,0,27
1898,2017,1,0,33
1899,2017,1,0,30
1900,2017,1,0,36
1901,2017,0,1,41
1902,2017,0,1,46
1903,2017,1,0,34
1904,2017,1,0,36
1905,2017,1,0,25
1906,2017,1,0,37
1907,2017,0,1,33
1908,2017,0,1,34
1909,2017,0,1,27
1910,2017,0,1,32
1911,2017,1,0,30
1912,2017,1,0,35
1913,2017,1,0,26
1914,2017,1,0,34
1915,2017,1,0,55
1916,2017,1,0,38
1917,2017,1,0,31
1918,2017,0,1,31
1919,2017,1,0,40
1920,2017,0,1,41
1921,2017,0,1,25
1922,2017,0,1,27
1923,2017,1,0,28
1924,2017,0,1,30
1925,2017,0,1,44
1926,2017,1,0,31
1927,2017,1,0,37
1928,2017,0,1,44
1929,2017,0,1,38
1930,2017,0,1,37
1931,2017,1,0,38
1932,2017,1,0,46
1933,2017,1,0,36
1934,2017,0,1,35
1935,2017,0,1,51
1936,2017,0,1,39
1937,2017,1,0,34
1938,2017,0,1,39
1939,2017,1,0,37
1940,2017,0,1,31
1941,2017,0,1,39
1942,2017,1,0,35
1943,2017,0,1,40
1944,2017,1,0,28
1945,2017,1,0,27
1946,2017,0,1,22
1947,2017,0,1,44
1948,2017,1,0,24
1949,2017,1,0,29
1950,2017,0,1,47
1951,2017,1,0,40
1952,2017,0,1,46
1953,2017,1,0,44
1954,2017,0,1,30
1955,2017,0,1,32
1956,2017,1,0,36
1957,2017,1,0,39
1958,2017,1,0,34
1959,2017,1,0,32
1960,2017,1,0,36
1961,2017,0,1,24
1962,2017,1,0,35
1963,2017,1,0,32
1964,2017,1,0,32
1965,2017,0,1,31
1966,2017,1,0,33
1967,2017,1,0,49
1968,2017,1,0,28
1969,2017,0,1,30
1970,2017,1,0,39
1971,2017,1,0,31
1972,2017,0,1,34
1973,2017,1,0,30
1974,2017,1,0,43
1975,2017,0,1,31
1976,2017,0,1,35
1977,2017,1,0,30
1978,2017,1,0,33
1979,2017,1,0,28
1980,2017,0,1,27
1981,2017,1,0,42
1982,2017,0,1,37
1983,2017,1,0,26
1984,2017,1,0,35
1985,2017,0,1,32
1986,2017,1,0,34
1987,2017,1,0,34
1988,2017,1,0,35
1989,2017,0,1,38
1990,2017,1,0,29
1991,2017,1,0,39
1992,2017,0,1,29
1993,2017,1,0,32
1994,2017,1,0,26
1995,2017,1,0,38
1996,2017,0,1,49
1997,2017,0,1,36
1998,2017,0,1,31
1999,2017,0,1,25
2000,2017,1,0,41
2001,2017,0,1,35
2002,2017,0,1,39
2003,2017,0,1,32
2004,2017,0,1,33
2005,2017,1,0,47
2006,2017,0,1,58
2007,2017,1,0,26
2008,2017,1,0,37
2009,2017,0,1,28
2010,2017,0,1,37
2011,2017,1,0,30
2012,2017,0,1,27
2013,2017,1,0,41
2014,2017,0,1,36
2015,2017,0,1,34
2016,2017,1,0,32
2017,2017,1,0,30
2018,2017,0,1,40
2019,2017,0,1,40
2020,2017,1,0,37
2021,2017,0,1,34
2022,2017,1,0,32
2023,2017,0,1,51
2024,2017,0,1,35
2025,2017,1,0,45
2026,2017,1,0,47
2027,2017,1,0,53
2028,2017,0,1,45
2029,2017,0,1,33
2030,2017,1,0,35
2031,2017,1,0,36
2032,2017,0,1,39
2033,2017,1,0,32
2034,2017,0,1,29
2035,2017,0,1,32
2036,2017,0,1,31
2037,2017,0,1,33
2038,2017,1,0,43
2039,2017,1,0,26
2040,2017,1,0,39
2041,2017,0,1,33
2042,2017,1,0,34
2043,2017,1,0,35
2044,2017,0,1,35
2045,2017,1,0,42
2046,2017,1,0,23
2047,2017,1,0,42
2048,2017,0,1,36
2049,2017,0,1,27
2050,2017,1,0,40
2051,2017,1,0,37
2052,2017,0,1,38
2053,2017,1,0,24
2054,2015,1,0,27
2055,2015,0,1,33
2056,2015,1,0,35
2057,2015,1,0,44
2058,2015,0,1,32
2059,2015,0,1,31
2060,2015,1,0,72
2061,2015,1,0,35
2062,2015,0,1,36
2063,2015,1,0,31
2064,2015,0,1,54
2065,2015,1,0,34
2066,2015,1,0,36
2067,2015,0,1,31
2068,2015,1,0,44
2069,2015,0,1,40
2070,2015,0,1,46
2071,2015,0,1,45
2072,2015,0,1,41
2073,2015,1,0,41
2074,2015,0,1,44
2075,2015,0,1,46
2076,2015,1,0,32
2077,2015,1,0,37
2078,2015,0,1,37
2079,2015,0,1,41
2080,2015,1,0,40
2081,2015,1,0,34
2082,2015,1,0,41
2083,2015,1,0,57
2084,2015,0,1,34
2085,2015,1,0,41
2086,2015,0,1,56
2087,2015,0,1,43
2088,2015,0,1,38
2089,2015,1,0,52
2090,2015,1,0,34
2091,2015,0,1,30
2092,2015,0,1,35
2093,2015,1,0,30
2094,2015,1,0,65
2095,2015,0,1,49
2096,2015,0,1,46
2097,2015,1,0,35
2098,2015,0,1,38
2099,2015,1,0,30
2100,2015,1,0,31
2101,2015,1,0,52
2102,2015,1,0,62
2103,2015,1,0,34
2104,2015,0,1,42
2105,2015,1,0,36
2106,2015,0,1,38
2107,2015,1,0,51
2108,2015,0,1,47
2109,2015,0,1,40
2110,2015,1,0,56
2111,2015,1,0,33
2112,2015,0,1,49
2113,2015,0,1,39
2114,2015,1,0,34
2115,2015,1,0,81
2116,2015,0,1,49
2117,2015,0,1,41
2118,2015,1,0,30
2119,2015,1,0,38
2120,2015,1,0,47
2121,2015,0,1,37
2122,2015,1,0,62
2123,2015,1,0,47
2124,2015,1,0,38
2125,2015,1,0,49
2126,2015,1,0,48
2127,2015,0,1,47
2128,2015,0,1,44
2129,2015,0,1,39
2130,2015,1,0,50
2131,2015,1,0,38
2132,2015,1,0,40
2133,2015,1,0,37
2134,2015,1,0,59
2135,2015,0,1,59
2136,2015,0,1,49
2137,2015,1,0,36
2138,2015,0,1,36
2139,2015,1,0,39
2140,2015,0,1,45
2141,2015,1,0,48
2142,2015,0,1,51
2143,2015,1,0,36
2144,2015,0,1,61
2145,2015,1,0,36
2146,2015,1,0,41
2147,2015,1,0,41
2148,2015,0,1,39
2149,2015,1,0,54
2150,2015,1,0,38
2151,2015,1,0,45
2152,2015,1,0,50
2153,2015,1,0,37
2154,2015,1,0,34
2155,2015,0,1,36
2156,2015,0,1,52
2157,2015,1,0,39
2158,2015,1,0,34
2159,2015,0,1,40
2160,2015,1,0,34
2161,2015,0,1,34
2162,2015,1,0,58
2163,2015,0,1,47
2164,2015,1,0,37
2165,2015,0,1,47
2166,2015,0,1,42
2167,2015,0,1,43
2168,2015,0,1,48
2169,2015,1,0,32
2170,2015,1,0,32
2171,2015,0,1,40
2172,2015,1,0,43
2173,2015,0,1,41
2174,2015,1,0,26
2175,2015,0,1,26
2176,2015,0,1,31
2177,2015,1,0,26
2178,2015,0,1,35
2179,2015,1,0,35
2180,2015,1,0,34
2181,2015,0,1,28
2182,2015,0,1,58
2183,2015,1,0,34
2184,2015,1,0,31
2185,2015,0,1,32
2186,2015,0,1,33
2187,2015,1,0,48
2188,2015,0,1,35
2189,2015,0,1,40
2190,2015,1,0,36
2191,2015,0,1,48
2192,2015,0,1,43
2193,2015,1,0,36
2194,2015,1,0,34
2195,2015,0,1,36
2196,2015,0,1,37
2197,2015,0,1,26
2198,2015,0,1,38
2199,2015,1,0,39
2200,2015,0,1,36
2201,2015,1,0,41
2202,2015,0,1,49
2203,2015,1,0,58
2204,2015,0,1,26
2205,2015,0,1,39
2206,2015,0,1,54
2207,2015,0,1,53
2208,2015,1,0,34
2209,2015,0,1,39
2210,2015,1,0,31
2211,2015,1,0,34
2212,2015,0,1,49
2213,2015,0,1,43
2214,2015,0,1,45
2215,2015,0,1,36
2216,2015,0,1,37
2217,2015,1,0,31
2218,2015,0,1,44
2219,2015,0,1,44
2220,2015,0,1,33
2221,2015,1,0,30
2222,2015,0,1,49
2223,2015,0,1,38
2224,2015,1,0,39
2225,2015,1,0,36
2226,2015,0,1,35
2227,2015,1,0,39
2228,2015,1,0,49
2229,2015,1,0,36
2230,2015,1,0,38
2231,2015,0,1,44
2232,2015,1,0,33
2233,2015,1,0,44
2234,2015,1,0,35
2235,2015,0,1,47
2236,2015,1,0,42
2237,2015,0,1,56
2238,2015,0,1,43
2239,2015,1,0,26
2240,2015,1,0,36
2241,2015,1,0,57
2242,2015,0,1,44
2243,2015,0,1,36
2244,2015,1,0,33
2245,2015,1,0,42
2246,2015,1,0,40
2247,2015,1,0,32
2248,2015,0,1,31
2249,2015,1,0,34
2250,2015,0,1,48
2251,2015,0,1,42
2252,2015,0,1,38
2253,2015,0,1,40
2254,2015,1,0,29
2255,2015,1,0,36
2256,2015,0,1,48
2257,2015,1,0,37
2258,2015,1,0,38
2259,2015,0,1,40
2260,2015,0,1,37
2261,2015,0,1,51
2262,2015,1,0,34
2263,2015,1,0,46
2264,2015,0,1,41
2265,2015,0,1,35
2266,2015,1,0,40
2267,2015,1,0,32
2268,2015,0,1,48
2269,2015,1,0,40
2270,2015,0,1,48
2271,2015,1,0,35
2272,2015,0,1,34
2273,2015,1,0,40
2274,2015,1,0,48
2275,2015,0,1,42
2276,2015,1,0,30
2277,2015,0,1,46
2278,2015,1,0,33
2279,2015,0,1,35
2280,2015,1,0,33
2281,2015,0,1,41
2282,2015,1,0,35
2283,2015,1,0,40
2284,2015,1,0,32
2285,2015,1,0,46
2286,2015,1,0,41
2287,2015,0,1,36
2288,2015,1,0,38
2289,2015,0,1,37
2290,2015,0,1,56
2291,2015,1,0,37
2292,2015,1,0,45
2293,2015,0,1,45
2294,2015,1,0,34
2295,2015,0,1,36
2296,2015,0,1,48
2297,2015,1,0,29
2298,2015,0,1,48
2299,2015,1,0,48
2300,2015,0,1,38
2301,2015,1,0,35
2302,2015,0,1,37
2303,2015,1,0,40
2304,2015,1,0,60
2305,2015,0,1,50
2306,2015,1,0,37
2307,2015,0,1,46
2308,2015,1,0,55
2309,2015,0,1,40
2310,2015,1,0,52
2311,2015,1,0,58
2312,2015,0,1,50
2313,2015,0,1,23
2314,2015,1,0,36
2315,2015,0,1,41
2316,2015,0,1,37
2317,2015,1,0,32
2318,2015,1,0,46
2319,2015,1,0,55
2320,2015,1,0,43
2321,2015,1,0,35
2322,2015,0,1,36
2323,2015,1,0,39
2324,2015,1,0,33
2325,2015,1,0,44
2326,2015,1,0,41
2327,2015,0,1,40
2328,2015,1,0,35
2329,2015,1,0,50
2330,2015,0,1,47
2331,2015,1,0,53
2332,2015,1,0,52
2333,2015,1,0,30
2334,2015,0,1,35
2335,2015,1,0,34
2336,2015,1,0,39
2337,2015,1,0,39
2338,2015,0,1,40
2339,2015,1,0,47
2340,2015,1,0,45
2341,2015,1,0,30
2342,2015,0,1,52
2343,2015,0,1,40
2344,2015,0,1,34
2345,2015,1,0,31
2346,2015,0,1,37
2347,2015,0,1,45
2348,2015,0,1,30
2349,2015,0,1,33
2350,2015,1,0,43
2351,2015,0,1,42
2352,2015,1,0,46
2353,2015,0,1,33
2354,2015,1,0,41
2355,2015,1,0,30
2356,2015,1,0,32
2357,2015,1,0,33
2358,2015,1,0,35
2359,2015,1,0,44
2360,2015,1,0,28
2361,2015,1,0,30
2362,2015,0,1,34
2363,2015,0,1,44
2364,2015,1,0,37
2365,2015,1,0,45
2366,2015,1,0,38
2367,2015,0,1,36
2368,2015,0,1,43
2369,2015,1,0,44
2370,2015,0,1,42
2371,2015,1,0,27
2372,2015,1,0,36
2373,2015,0,1,52
2374,2015,1,0,45
2375,2015,0,1,51
2376,2015,0,1,42
2377,2015,1,0,30
2378,2015,1,0,43
2379,2015,1,0,47
2380,2015,0,1,50
2381,2015,0,1,45
2382,2015,0,1,37
2383,2015,1,0,44
2384,2015,0,1,41
2385,2015,1,0,42
2386,2015,0,1,37
2387,2015,1,0,41
2388,2015,1,0,50
2389,2015,1,0,46
2390,2015,0,1,53
2391,2015,0,1,41
2392,2015,1,0,34
2393,2015,1,0,38
2394,2015,1,0,32
2395,2015,1,0,36
2396,2015,0,1,55
2397,2015,0,1,37
2398,2015,1,0,32
2399,2015,1,0,41
2400,2015,1,0,38
2401,2015,1,0,42
2402,2015,0,1,50
2403,2015,0,1,35
2404,2015,0,1,37
