,Year,bResult,rResult,gamelength
2405,2015,1,0,26
2406,2015,0,1,33
2407,2015,0,1,36
2408,2015,1,0,34
2409,2015,0,1,51
2410,2015,1,0,28
2411,2015,0,1,44
2412,2015,1,0,28
2413,2015,0,1,47
2414,2015,1,0,51
2415,2015,1,0,38
2416,2015,0,1,35
2417,2015,1,0,33
2418,2015,0,1,32
2419,2015,1,0,42
2420,2015,1,0,41
2421,2015,0,1,42
2422,2015,1,0,41
2423,2015,0,1,48
2424,2015,1,0,31
2425,2015,1,0,25
2426,2015,1,0,23
2427,2015,0,1,46
2428,2015,1,0,54
2429,2015,0,1,46
2430,2015,0,1,34
2431,2015,1,0,39
2432,2016,0,1,30
2433,2016,1,0,43
2434,2016,0,1,40
2435,2016,1,0,39
2436,2016,1,0,45
2437,2016,0,1,32
2438,2016,1,0,37
2439,2016,0,1,33
2440,2016,1,0,42
2441,2016,0,1,36
2442,2016,1,0,31
2443,2016,0,1,22
2444,2016,0,1,44
2445,2016,1,0,51
2446,2016,1,0,51
2447,2016,0,1,42
2448,2016,0,1,34
2449,2016,0,1,52
2450,2016,1,0,37
2451,2016,0,1,39
2452,2016,1,0,32
2453,2016,0,1,40
2454,2016,0,1,44
2455,2016,0,1,24
2456,2016,1,0,44
2457,2016,1,0,34
2458,2016,0,1,40
2459,2016,0,1,48
2460,2016,1,0,33
2461,2016,0,1,34
2462,2016,0,1,40
2463,2016,0,1,62
2464,2016,1,0,35
2465,2016,1,0,36
2466,2016,0,1,57
2467,2016,0,1,34
2468,2016,1,0,28
2469,2016,1,0,41
2470,2016,0,1,41
2471,2016,0,1,43
2472,2016,0,1,49
2473,2016,1,0,29
2474,2016,1,0,38
2475,2016,0,1,43
2476,2016,1,0,26
2477,2016,0,1,36
2478,2016,1,0,48
2479,2016,1,0,33
2480,2016,1,0,50
2481,2016,1,0,46
2482,2016,0,1,44
2483,2016,1,0,30
2484,2016,0,1,29
2485,2016,1,0,52
2486,2016,0,1,48
2487,2016,0,1,30
2488,2016,1,0,40
2489,2016,1,0,52
2490,2016,1,0,26
2491,2016,1,0,44
2492,2016,0,1,36
2493,2016,0,1,30
2494,2016,0,1,32
2495,2016,0,1,34
2496,2016,1,0,30
2497,2016,0,1,58
2498,2016,0,1,36
2499,2016,0,1,44
2500,2016,0,1,56
2501,2016,1,0,29
2502,2016,0,1,52
2503,2016,0,1,39
2504,2016,1,0,32
2505,2016,1,0,36
2506,2016,0,1,26
2507,2016,1,0,43
2508,2016,1,0,31
2509,2016,1,0,34
2510,2016,1,0,48
2511,2016,0,1,33
2512,2016,0,1,56
2513,2016,0,1,40
2514,2016,0,1,38
2515,2016,1,0,33
2516,2016,1,0,57
2517,2016,1,0,28
2518,2016,0,1,38
2519,2016,1,0,30
2520,2016,0,1,36
2521,2016,1,0,31
2522,2016,1,0,37
2523,2016,1,0,47
2524,2016,1,0,57
2525,2016,0,1,38
2526,2016,1,0,35
2527,2016,1,0,34
2528,2016,1,0,36
2529,2016,0,1,33
2530,2016,0,1,30
2531,2016,1,0,31
2532,2016,1,0,25
2533,2016,0,1,25
2534,2016,1,0,33
2535,2016,1,0,24
2536,2016,0,1,43
2537,2016,1,0,36
2538,2016,1,0,45
2539,2016,1,0,30
2540,2016,0,1,41
2541,2016,1,0,40
2542,2016,1,0,50
2543,2016,1,0,41
2544,2016,0,1,58
2545,2016,0,1,51
2546,2016,1,0,31
2547,2016,1,0,38
2548,2016,0,1,26
2549,2016,1,0,36
2550,2016,1,0,40
2551,2016,1,0,47
2552,2016,1,0,39
2553,2016,0,1,35
2554,2016,1,0,35
2555,2016,0,1,35
2556,2016,1,0,33
2557,2016,0,1,50
2558,2016,0,1,27
2559,2016,1,0,30
2560,2016,1,0,36
2561,2016,1,0,37
2562,2016,0,1,31
2563,2016,1,0,36
2564,2016,0,1,32
2565,2016,1,0,29
2566,2016,0,1,54
2567,2016,0,1,37
2568,2016,0,1,39
2569,2016,1,0,30
2570,2016,1,0,31
2571,2016,0,1,31
2572,2016,0,1,39
2573,2016,0,1,35
2574,2016,1,0,35
2575,2016,0,1,50
2576,2016,0,1,71
2577,2016,0,1,57
2578,2016,0,1,36
2579,2016,1,0,40
2580,2016,0,1,42
2581,2016,1,0,28
2582,2016,1,0,29
2583,2016,1,0,34
2584,2016,0,1,34
2585,2016,0,1,37
2586,2016,1,0,50
2587,2016,1,0,63
2588,2016,1,0,58
2589,2016,0,1,30
2590,2016,1,0,29
2591,2016,0,1,38
2592,2016,0,1,44
2593,2016,1,0,27
2594,2016,1,0,33
2595,2016,1,0,33
2596,2016,0,1,45
2597,2016,0,1,39
2598,2016,1,0,28
2599,2016,0,1,27
2600,2016,1,0,48
2601,2016,1,0,38
2602,2016,1,0,44
2603,2016,1,0,36
2604,2016,1,0,46
2605,2016,0,1,34
2606,2016,0,1,30
2607,2016,0,1,38
2608,2016,0,1,43
2609,2016,0,1,26
2610,2016,0,1,43
2611,2016,0,1,54
2612,2016,1,0,32
2613,2016,0,1,34
2614,2016,0,1,30
2615,2016,1,0,38
2616,2016,0,1,23
2617,2016,1,0,41
2618,2016,1,0,44
2619,2016,0,1,35
2620,2016,0,1,32
2621,2016,1,0,39
2622,2016,0,1,35
2623,2016,0,1,30
2624,2016,1,0,38
2625,2016,1,0,41
2626,2016,0,1,30
2627,2016,1,0,40
2628,2016,1,0,28
2629,2016,1,0,29
2630,2016,1,0,46
2631,2016,0,1,44
2632,2016,1,0,31
2633,2016,0,1,39
2634,2016,0,1,38
2635,2016,0,1,33
2636,2016,0,1,41
2637,2016,1,0,33
2638,2016,0,1,27
2639,2016,1,0,34
2640,2016,0,1,29
2641,2016,1,0,31
2642,2016,1,0,40
2643,2016,1,0,42
2644,2016,1,0,41
2645,2016,1,0,57
2646,2016,0,1,42
2647,2016,1,0,36
2648,2016,0,1,57
2649,2016,0,1,39
2650,2016,1,0,32
2651,2016,0,1,47
2652,2016,1,0,45
2653,2016,0,1,33
2654,2016,1,0,52
2655,2016,1,0,34
2656,2016,0,1,35
2657,2016,0,1,36
2658,2016,1,0,28
2659,2016,0,1,59
2660,2016,0,1,43
2661,2016,0,1,33
2662,2016,1,0,31
2663,2016,1,0,40
2664,2016,1,0,29
2665,2016,1,0,40
2666,2016,1,0,32
2667,2016,0,1,41
2668,2016,1,0,27
2669,2016,0,1,36
2670,2016,0,1,29
2671,2016,1,0,29
2672,2016,1,0,50
2673,2016,0,1,30
2674,2016,0,1,35
2675,2016,1,0,42
2676,2016,0,1,51
2677,2016,1,0,34
2678,2016,0,1,35
2679,2016,1,0,41
2680,2016,1,0,61
2681,2016,1,0,47
2682,2016,0,1,40
2683,2016,1,0,50
2684,2016,0,1,46
2685,2016,0,1,36
2686,2016,0,1,43
2687,2016,0,1,35
2688,2016,0,1,39
2689,2016,1,0,32
2690,2016,0,1,42
2691,2016,1,0,43
2692,2016,1,0,34
2693,2016,0,1,34
2694,2016,1,0,48
2695,2016,0,1,36
2696,2016,1,0,32
2697,2016,0,1,39
2698,2016,1,0,22
2699,2016,0,1,30
2700,2016,1,0,45
2701,2016,0,1,41
2702,2016,0,1,40
2703,2016,0,1,42
2704,2016,1,0,28
2705,2016,0,1,70
2706,2016,1,0,38
2707,2016,0,1,60
2708,2016,1,0,37
2709,2016,1,0,35
2710,2016,1,0,33
2711,2016,1,0,41
2712,2016,1,0,43
2713,2016,0,1,29
2714,2016,0,1,33
2715,2016,1,0,30
2716,2016,0,1,45
2717,2016,0,1,42
2718,2016,0,1,40
2719,2016,0,1,36
2720,2016,1,0,39
2721,2016,0,1,37
2722,2016,1,0,56
2723,2016,0,1,27
2724,2016,1,0,36
2725,2016,1,0,32
2726,2016,0,1,32
2727,2016,0,1,31
2728,2016,1,0,38
2729,2016,1,0,43
2730,2016,1,0,46
2731,2016,0,1,44
2732,2016,0,1,43
2733,2016,1,0,43
2734,2016,0,1,35
2735,2016,0,1,38
2736,2016,0,1,53
2737,2016,1,0,35
2738,2016,0,1,38
2739,2016,1,0,59
2740,2016,0,1,45
2741,2016,0,1,70
2742,2016,0,1,40
2743,2016,1,0,53
2744,2016,1,0,31
2745,2016,1,0,28
2746,2016,1,0,29
2747,2016,0,1,39
2748,2016,0,1,34
2749,2016,0,1,40
2750,2016,0,1,43
2751,2016,0,1,38
2752,2016,1,0,34
2753,2016,0,1,36
2754,2016,1,0,29
2755,2016,1,0,39
2756,2016,0,1,34
2757,2016,0,1,47
2758,2016,1,0,46
2759,2016,1,0,44
2760,2016,0,1,44
2761,2016,0,1,47
2762,2016,1,0,35
2763,2016,1,0,45
2764,2016,1,0,25
2765,2016,0,1,29
2766,2016,0,1,32
2767,2016,0,1,39
2768,2016,1,0,29
2769,2016,1,0,37
2770,2016,1,0,27
2771,2016,1,0,42
2772,2016,0,1,31
2773,2016,1,0,37
2774,2016,0,1,40
2775,2016,1,0,39
2776,2016,1,0,40
2777,2016,0,1,33
2778,2016,1,0,31
2779,2016,1,0,38
2780,2016,1,0,31
2781,2016,0,1,31
2782,2016,1,0,34
2783,2016,0,1,33
2784,2016,0,1,55
2785,2016,0,1,39
2786,2016,0,1,38
2787,2016,1,0,43
2788,2016,0,1,33
2789,2016,1,0,32
2790,2016,1,0,35
2791,2016,1,0,35
2792,2016,1,0,38
2793,2016,0,1,43
2794,2016,1,0,31
2795,2016,1,0,35
2796,2016,0,1,31
2797,2016,0,1,39
2798,2016,1,0,40
2799,2016,0,1,40
2800,2016,0,1,38
2801,2016,1,0,38
2802,2016,1,0,31
2803,2016,0,1,29
2804,2016,1,0,43
2805,2016,1,0,56
2806,2016,1,0,42
2807,2016,1,0,36
2808,2016,0,1,40
2809,2016,1,0,42
2810,2016,0,1,35
2811,2016,0,1,40
2812,2016,0,1,32
2813,2016,1,0,34
2814,2016,0,1,43
2815,2016,0,1,30
2816,2016,0,1,32
2817,2016,1,0,43
2818,2016,1,0,45
2819,2016,0,1,56
2820,2016,1,0,43
2821,2016,0,1,53
2822,2016,0,1,42
2823,2016,1,0,29
2824,2016,1,0,40
2825,2016,0,1,29
2826,2016,1,0,33
2827,2016,1,0,44
2828,2016,1,0,30
2829,2016,1,0,38
2830,2016,1,0,41
2831,2016,1,0,51
2832,2016,1,0,39
2833,2016,1,0,34
2834,2016,0,1,54
2835,2016,0,1,43
2836,2016,1,0,29
2837,2016,0,1,37
2838,2016,0,1,39
2839,2016,1,0,30
2840,2016,1,0,41
2841,2016,1,0,27
2842,2016,0,1,33
2843,2016,1,0,69
2844,2016,1,0,58
2845,2016,1,0,39
2846,2016,0,1,32
2847,2016,1,0,32
2848,2016,1,0,39
2849,2016,0,1,39
2850,2016,0,1,33
2851,2016,1,0,41
2852,2016,0,1,41
2853,2016,1,0,30
2854,2016,1,0,56
2855,2016,1,0,40
2856,2016,1,0,35
2857,2016,1,0,44
2858,2016,0,1,35
2859,2016,1,0,36
2860,2016,0,1,46
2861,2016,0,1,46
2862,2016,1,0,61
2863,2016,1,0,45
2864,2016,0,1,30
2865,2016,1,0,28
2866,2016,1,0,29
2867,2016,1,0,39
2868,2016,1,0,38
2869,2016,0,1,50
2870,2016,1,0,37
2871,2016,1,0,35
2872,2016,1,0,46
2873,2016,0,1,35
2874,2016,1,0,43
2875,2016,0,1,42
2876,2016,0,1,26
2877,2016,1,0,34
2878,2016,1,0,41
2879,2016,0,1,48
2880,2016,1,0,29
2881,2016,1,0,40
2882,2016,1,0,34
2883,2016,1,0,38
2884,2016,1,0,42
2885,2016,0,1,47
2886,2016,1,0,45
2887,2016,1,0,32
2888,2016,0,1,46
2889,2016,1,0,31
2890,2016,0,1,42
2891,2016,1,0,37
2892,2016,1,0,28
2893,2016,0,1,32
2894,2016,0,1,35
2895,2016,1,0,40
2896,2016,1,0,38
2897,2016,1,0,29
2898,2016,0,1,35
2899,2017,0,1,47
2900,2017,1,0,45
2901,2017,1,0,34
2902,2017,1,0,35
2903,2017,0,1,42
2904,2017,0,1,45
2905,2017,1,0,40
2906,2017,1,0,40
2907,2017,1,0,30
2908,2017,0,1,34
2909,2017,1,0,31
2910,2017,1,0,43
2911,2017,1,0,36
2912,2017,0,1,42
2913,2017,0,1,33
2914,2017,1,0,39
2915,2017,0,1,32
2916,2017,1,0,30
2917,2017,0,1,41
2918,2017,0,1,40
2919,2017,1,0,68
2920,2017,1,0,36
2921,2017,1,0,39
2922,2017,1,0,34
2923,2017,0,1,34
2924,2017,1,0,27
2925,2017,1,0,32
2926,2017,0,1,27
2927,2017,1,0,44
2928,2017,0,1,30
2929,2017,0,1,38
2930,2017,1,0,37
2931,2017,1,0,38
2932,2017,0,1,38
2933,2017,0,1,33
2934,2017,1,0,32
2935,2017,1,0,35
2936,2017,1,0,41
2937,2017,1,0,33
2938,2017,1,0,40
2939,2017,0,1,48
2940,2017,0,1,64
2941,2017,1,0,35
2942,2017,1,0,30
2943,2017,1,0,52
2944,2017,1,0,42
2945,2017,1,0,28
2946,2017,0,1,41
2947,2017,0,1,37
2948,2017,0,1,41
2949,2017,1,0,35
2950,2017,1,0,42
2951,2017,0,1,33
2952,2017,0,1,45
2953,2017,1,0,34
2954,2017,1,0,45
2955,2017,0,1,38
2956,2017,1,0,39
2957,2017,1,0,32
2958,2017,1,0,38
2959,2017,1,0,46
2960,2017,0,1,34
2961,2017,1,0,31
2962,2017,0,1,25
2963,2017,1,0,49
2964,2017,1,0,38
2965,2017,0,1,39
2966,2017,1,0,28
2967,2017,0,1,34
2968,2017,1,0,31
2969,2017,0,1,64
2970,2017,1,0,36
2971,2017,0,1,39
2972,2017,1,0,50
2973,2017,1,0,35
2974,2017,0,1,31
2975,2017,1,0,40
2976,2017,1,0,45
2977,2017,1,0,50
2978,2017,1,0,34
2979,2017,0,1,34
2980,2017,1,0,40
2981,2017,0,1,43
2982,2017,0,1,42
2983,2017,1,0,33
2984,2017,1,0,33
2985,2017,0,1,49
2986,2017,0,1,39
2987,2017,1,0,53
2988,2017,0,1,51
2989,2017,1,0,34
2990,2017,1,0,28
2991,2017,1,0,24
2992,2017,1,0,33
2993,2017,1,0,44
2994,2017,0,1,32
2995,2017,0,1,46
2996,2017,1,0,45
2997,2017,0,1,34
2998,2017,1,0,31
2999,2017,0,1,36
3000,2017,0,1,26
3001,2017,1,0,45
3002,2017,0,1,42
3003,2017,0,1,38
3004,2017,0,1,54
3005,2017,0,1,54
3006,2017,1,0,32
3007,2017,0,1,47
3008,2017,1,0,28
3009,2017,1,0,36
3010,2017,1,0,39
3011,2017,1,0,47
3012,2017,1,0,36
3013,2017,1,0,39
3014,2017,1,0,49
3015,2017,1,0,33
3016,2017,1,0,28
3017,2017,1,0,34
3018,2017,1,0,40
3019,2017,0,1,51
3020,2017,0,1,40
3021,2017,1,0,27
3022,2017,1,0,49
3023,2017,1,0,32
3024,2017,0,1,43
3025,2017,1,0,44
3026,2017,1,0,36
3027,2017,0,1,42
3028,2017,1,0,35
3029,2017,0,1,46
3030,2017,1,0,41
3031,2017,0,1,38
3032,2017,1,0,29
3033,2017,0,1,35
3034,2017,1,0,29
3035,2017,0,1,32
3036,2017,1,0,26
3037,2017,0,1,33
3038,2017,1,0,30
3039,2017,0,1,41
3040,2017,0,1,32
3041,2017,0,1,37
3042,2017,1,0,27
3043,2017,1,0,42
3044,2017,1,0,36
3045,2017,0,1,36
3046,2017,1,0,30
3047,2017,1,0,44
3048,2017,1,0,28
3049,2017,0,1,33
3050,2017,1,0,41
3051,2017,1,0,31
3052,2017,1,0,33
3053,2017,1,0,21
3054,2017,0,1,34
3055,2017,0,1,27
3056,2017,1,0,38
3057,2017,1,0,36
3058,2017,1,0,45
3059,2017,1,0,51
3060,2017,0,1,44
3061,2017,1,0,29
3062,2017,0,1,39
3063,2017,1,0,35
3064,2017,1,0,39
3065,2017,0,1,35
3066,2017,1,0,38
3067,2017,0,1,43
3068,2017,1,0,39
3069,2017,1,0,39
3070,2017,0,1,27
3071,2017,1,0,47
3072,2017,1,0,32
3073,2017,0,1,38
3074,2017,0,1,44
3075,2017,0,1,33
3076,2017,1,0,36
3077,2017,1,0,44
3078,2017,1,0,32
3079,2017,1,0,39
3080,2017,1,0,26
3081,2017,1,0,40
3082,2017,1,0,37
3083,2017,1,0,34
3084,2017,0,1,31
3085,2017,1,0,38
3086,2017,1,0,34
3087,2017,0,1,26
3088,2017,1,0,30
3089,2017,0,1,50
3090,2017,0,1,35
3091,2017,0,1,38
3092,2017,0,1,30
3093,2017,1,0,40
3094,2017,1,0,36
3095,2017,0,1,62
3096,2017,0,1,30
3097,2017,1,0,31
3098,2017,0,1,33
3099,2017,0,1,33
3100,2017,0,1,39
3101,2017,0,1,37
3102,2017,1,0,28
3103,2017,0,1,36
3104,2017,0,1,33
3105,2017,0,1,42
3106,2017,1,0,40
3107,2017,1,0,44
3108,2017,0,1,43
3109,2017,0,1,32
3110,2017,1,0,37
3111,2017,0,1,31
3112,2017,1,0,32
3113,2017,1,0,33
3114,2017,0,1,43
3115,2017,1,0,29
3116,2017,1,0,59
3117,2017,1,0,32
3118,2017,1,0,30
3119,2017,0,1,43
3120,2017,0,1,29
3121,2017,0,1,30
3122,2017,1,0,37
3123,2017,1,0,42
3124,2017,1,0,26
3125,2017,1,0,31
3126,2017,0,1,35
3127,2017,0,1,37
3128,2017,0,1,32
3129,2017,0,1,30
3130,2017,0,1,41
3131,2017,0,1,30
3132,2017,1,0,40
3133,2017,1,0,39
3134,2017,0,1,33
3135,2017,1,0,43
3136,2017,1,0,50
3137,2017,0,1,37
3138,2017,1,0,31
3139,2017,0,1,30
3140,2017,1,0,37
3141,2017,1,0,33
3142,2017,1,0,38
3143,2017,0,1,38
3144,2017,1,0,29
3145,2017,1,0,41
3146,2017,1,0,30
3147,2017,0,1,30
3148,2017,1,0,29
3149,2017,1,0,36
3150,2017,0,1,27
3151,2017,0,1,29
3152,2017,0,1,25
3153,2017,1,0,32
3154,2017,1,0,34
3155,2017,1,0,38
3156,2017,0,1,44
3157,2017,0,1,38
3158,2017,0,1,34
3159,2017,0,1,41
3160,2017,1,0,40
3161,2017,0,1,30
3162,2017,0,1,37
3163,2017,0,1,35
3164,2017,1,0,55
3165,2017,0,1,37
3166,2017,1,0,38
3167,2017,1,0,27
3168,2017,1,0,57
3169,2017,1,0,40
3170,2017,0,1,41
3171,2017,0,1,33
3172,2017,1,0,37
3173,2017,1,0,43
3174,2017,0,1,23
3175,2017,0,1,35
3176,2017,1,0,31
3177,2017,1,0,28
3178,2017,0,1,41
3179,2017,1,0,30
3180,2017,0,1,37
3181,2017,1,0,31
3182,2017,0,1,26
3183,2017,0,1,40
3184,2017,1,0,35
3185,2017,1,0,48
3186,2017,0,1,31
3187,2017,1,0,52
3188,2017,1,0,40
3189,2017,1,0,40
3190,2017,1,0,37
3191,2017,1,0,35
3192,2017,1,0,33
3193,2017,0,1,30
3194,2017,1,0,38
3195,2017,1,0,37
3196,2017,0,1,39
3197,2017,0,1,43
3198,2017,0,1,45
3199,2017,1,0,33
3200,2017,1,0,45
3201,2017,0,1,43
3202,2017,1,0,36
3203,2017,0,1,28
3204,2017,1,0,36
3205,2017,0,1,27
3206,2017,0,1,32
3207,2017,1,0,29
3208,2017,1,0,30
3209,2017,0,1,39
3210,2017,0,1,41
3211,2017,1,0,31
3212,2017,0,1,48
3213,2017,1,0,42
3214,2017,1,0,50
3215,2017,0,1,53
3216,2017,0,1,30
3217,2017,1,0,44
3218,2017,1,0,28
3219,2017,1,0,29
3220,2017,1,0,53
3221,2017,1,0,47
3222,2017,1,0,38
3223,2017,1,0,37
3224,2017,1,0,42
3225,2017,1,0,24
3226,2017,0,1,45
3227,2017,1,0,26
3228,2017,1,0,45
3229,2017,0,1,45
3230,2017,0,1,38
3231,2017,0,1,57
3232,2017,1,0,32
3233,2017,0,1,45
3234,2017,1,0,27
3235,2017,0,1,43
3236,2017,1,0,30
3237,2017,1,0,33
3238,2017,1,0,28
3239,2017,0,1,38
3240,2017,1,0,42
3241,2017,1,0,34
3242,2017,0,1,39
3243,2017,1,0,31
3244,2017,0,1,45
3245,2017,1,0,29
3246,2017,1,0,42
3247,2017,1,0,29
3248,2017,0,1,39
3249,2017,0,1,42
3250,2017,0,1,29
3251,2017,1,0,29
3252,2017,0,1,45
3253,2017,1,0,30
3254,2017,0,1,30
3255,2017,0,1,40
3256,2017,0,1,37
3257,2017,0,1,39
3258,2017,0,1,60
3259,2017,0,1,30
3260,2017,0,1,37
3261,2017,1,0,31
3262,2017,0,1,41
3263,2017,1,0,26
3264,2017,1,0,41
3265,2017,0,1,37
3266,2017,1,0,34
3267,2017,0,1,41
3268,2017,0,1,51
3269,2017,1,0,32
3270,2017,1,0,29
3271,2017,1,0,47
3272,2017,1,0,30
3273,2017,1,0,29
3274,2017,0,1,36
3275,2017,1,0,42
3276,2017,1,0,38
3277,2017,0,1,26
3278,2017,0,1,53
3279,2017,1,0,33
3280,2017,0,1,39
3281,2017,1,0,40
3282,2017,1,0,33
3283,2017,0,1,29
3284,2017,1,0,32
3285,2017,0,1,33
3286,2017,0,1,48
3287,2017,0,1,43
3288,2017,0,1,37
3289,2017,0,1,29
3290,2017,1,0,28
3291,2017,1,0,32
3292,2017,1,0,40
3293,2017,1,0,28
3294,2017,1,0,29
3295,2017,0,1,56
3296,2017,1,0,34
3297,2017,1,0,27
3298,2017,0,1,29
3299,2017,0,1,34
3300,2017,1,0,26
3301,2017,0,1,33
3302,2017,0,1,38
3303,2017,1,0,38
3304,2017,0,1,38
3305,2017,1,0,30
3306,2017,1,0,30
3307,2017,0,1,34
3308,2017,1,0,30
3309,2017,1,0,48
3310,2017,1,0,33
3311,2017,1,0,36
3312,2017,1,0,57
3313,2017,1,0,30
3314,2017,1,0,40
3315,2017,0,1,36
3316,2017,1,0,42
3317,2017,1,0,45
3318,2017,0,1,48
3319,2017,1,0,28
3320,2017,0,1,27
3321,2017,1,0,56
3322,2017,0,1,28
3323,2017,1,0,41
3324,2017,1,0,41
3325,2017,1,0,28
3326,2017,0,1,41
3327,2017,1,0,41
3328,2017,0,1,35
3329,2017,0,1,36
3330,2017,1,0,32
3331,2017,1,0,33
3332,2017,1,0,27
3333,2017,1,0,34
3334,2017,1,0,37
3335,2017,1,0,31
3336,2017,1,0,53
3337,2017,0,1,33
3338,2017,1,0,42
3339,2017,1,0,50
3340,2017,0,1,44
3341,2017,0,1,27
3342,2017,0,1,40
3343,2017,1,0,37
3344,2017,1,0,45
3345,2017,0,1,38
3346,2017,1,0,34
3347,2017,0,1,36
3348,2017,1,0,34
3349,2017,1,0,50
3350,2017,0,1,33
3351,2017,1,0,35
3352,2017,0,1,32
3353,2017,0,1,27
3354,2017,0,1,34
3355,2017,0,1,36
3356,2017,1,0,32
3357,2017,0,1,37
3358,2017,0,1,30
3359,2017,1,0,26
3360,2017,1,0,32
3361,2017,0,1,28
3362,2017,0,1,29
3363,2017,0,1,40
3364,2017,0,1,27
3365,2017,1,0,42
3366,2017,0,1,35
3367,2017,0,1,31
3368,2017,1,0,36
3369,2017,0,1,33
3370,2017,1,0,61
3371,2017,1,0,34
3372,2017,0,1,59
3373,2015,1,0,37
3374,2015,0,1,30
3375,2015,1,0,46
3376,2015,0,1,40
3377,2015,0,1,39
3378,2015,0,1,33
3379,2015,0,1,49
3380,2015,1,0,30
3381,2015,0,1,41
3382,2015,0,1,26
3383,2015,0,1,35
3384,2015,0,1,29
3385,2015,0,1,37
3386,2015,0,1,24
3387,2015,1,0,34
3388,2015,1,0,31
3389,2015,1,0,43
3390,2015,0,1,33
3391,2015,0,1,59
3392,2015,1,0,30
3393,2015,0,1,29
3394,2015,1,0,28
3395,2015,1,0,42
3396,2015,0,1,25
3397,2015,0,1,33
3398,2015,1,0,29
3399,2015,0,1,33
3400,2015,0,1,32
3401,2015,1,0,30
3402,2015,1,0,22
3403,2015,1,0,30
3404,2015,1,0,27
3405,2015,0,1,29
3406,2015,1,0,33
3407,2015,1,0,23
3408,2015,1,0,45
3409,2015,1,0,36
3410,2015,1,0,44
3411,2015,1,0,41
3412,2015,0,1,27
3413,2015,1,0,24
3414,2015,1,0,29
3415,2015,0,1,31
3416,2015,1,0,40
3417,2015,1,0,26
3418,2015,1,0,29
3419,2015,1,0,43
3420,2015,0,1,29
3421,2015,1,0,28
3422,2015,1,0,32
3423,2015,1,0,60
3424,2015,1,0,35
3425,2015,1,0,45
3426,2015,0,1,37
3427,2015,0,1,51
3428,2015,0,1,39
3429,2015,1,0,44
3430,2015,0,1,39
3431,2015,1,0,34
3432,2015,0,1,46
3433,2015,1,0,32
3434,2015,0,1,35
3435,2015,1,0,30
3436,2015,1,0,44
3437,2015,0,1,34
3438,2015,1,0,30
3439,2015,0,1,31
3440,2015,1,0,42
3441,2015,1,0,31
3442,2015,0,1,39
3443,2015,0,1,43
3444,2015,1,0,32
3445,2015,0,1,36
3446,2015,1,0,30
3447,2015,1,0,44
3448,2015,0,1,48
3449,2015,0,1,34
3450,2015,0,1,38
3451,2015,1,0,28
3452,2015,0,1,37
3453,2015,1,0,52
3454,2015,1,0,47
3455,2015,0,1,43
3456,2015,0,1,30
3457,2015,1,0,27
3458,2015,1,0,45
3459,2015,1,0,36
3460,2015,1,0,41
3461,2015,1,0,35
3462,2015,0,1,32
3463,2015,1,0,56
3464,2015,1,0,43
3465,2015,0,1,34
3466,2015,1,0,38
3467,2015,1,0,31
3468,2015,1,0,26
3469,2015,0,1,40
3470,2015,1,0,43
3471,2015,0,1,35
3472,2015,0,1,41
3473,2015,0,1,42
3474,2015,1,0,44
3475,2015,1,0,38
3476,2015,0,1,34
3477,2015,0,1,37
3478,2015,1,0,31
3479,2015,0,1,40
3480,2015,1,0,35
3481,2015,1,0,37
3482,2015,0,1,32
3483,2015,1,0,38
3484,2015,0,1,38
3485,2015,0,1,28
3486,2015,0,1,32
3487,2015,0,1,45
3488,2015,1,0,38
3489,2015,1,0,39
3490,2015,0,1,52
3491,2015,0,1,42
3492,2015,1,0,28
3493,2015,1,0,37
3494,2015,1,0,37
3495,2015,1,0,42
3496,2015,0,1,30
3497,2015,1,0,34
3498,2015,0,1,44
3499,2015,1,0,36
3500,2015,0,1,43
3501,2015,0,1,37
3502,2015,1,0,40
3503,2015,1,0,31
3504,2015,0,1,32
3505,2015,1,0,39
3506,2015,1,0,44
3507,2015,0,1,37
3508,2015,1,0,26
3509,2015,1,0,42
3510,2015,1,0,57
3511,2015,1,0,33
3512,2015,0,1,49
3513,2015,1,0,35
3514,2015,1,0,34
3515,2015,1,0,60
3516,2015,0,1,40
3517,2015,0,1,39
3518,2015,1,0,34
3519,2015,1,0,44
3520,2015,1,0,36
3521,2015,1,0,35
3522,2015,0,1,31
3523,2015,0,1,30
3524,2015,0,1,25
3525,2015,1,0,36
3526,2015,0,1,48
3527,2015,0,1,39
3528,2015,0,1,41
3529,2015,0,1,35
3530,2015,1,0,45
3531,2015,0,1,44
3532,2015,0,1,50
3533,2015,0,1,36
3534,2015,1,0,52
3535,2015,0,1,42
3536,2015,1,0,41
3537,2015,0,1,43
3538,2015,1,0,40
3539,2015,0,1,61
3540,2015,1,0,46
3541,2015,0,1,32
3542,2015,0,1,37
3543,2015,1,0,37
3544,2015,0,1,36
3545,2015,0,1,39
3546,2015,1,0,31
3547,2015,1,0,37
3548,2015,1,0,35
3549,2015,0,1,46
3550,2015,0,1,42
3551,2015,0,1,40
3552,2015,1,0,37
3553,2015,0,1,44
3554,2015,1,0,40
3555,2015,0,1,42
3556,2015,0,1,29
3557,2015,1,0,49
3558,2015,1,0,49
3559,2015,0,1,44
3560,2015,1,0,32
3561,2015,0,1,36
3562,2015,1,0,30
3563,2015,0,1,32
3564,2015,0,1,36
3565,2015,0,1,32
3566,2015,1,0,38
3567,2015,1,0,49
3568,2015,1,0,36
3569,2016,0,1,38
