,min_1,min_2,min_3,min_4,min_5,min_6,min_7,min_8,min_9,min_10,min_11,min_12,min_13,min_14,min_15,min_16,min_17,min_18,min_19,min_20,min_21,min_22,min_23,min_24,min_25,min_26,min_27,min_28,min_29,min_30,min_31,min_32,min_33,min_34,min_35,min_36,min_37,min_38,min_39,min_40,min_41,min_42,min_43,min_44,min_45,min_46,min_47,min_48,min_49,min_50,min_51,min_52,min_53,min_54,min_55,min_56,min_57,min_58,min_59,min_60,min_61,min_62,min_63,min_64,min_65,min_66,min_67,min_68,min_69,min_70,min_71,min_72,min_73,min_74,min_75,min_76,min_77,min_78,min_79,min_80,min_81,min_82,min_83,min_84,min_85,min_86,min_87,min_88,min_89,min_90,min_91,min_92,min_93,min_94,min_95
4033,0,0,-94,-17,-47,133,223,440,508,447,-863,-758,-700,-597,1307,622,95,180.0,384.0,443.0,1101.0,1113.0,1011.0,1155.0,1534.0,1601.0,3012.0,4781.0,5452.0,5607.0,6987.0,11491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,0,0,67,57,801,796,1216,958,1040,932,964,2398,1840,1919,1756,2064,2654,2236.0,2196.0,2300.0,2372.0,1820.0,1693.0,2318.0,1843.0,1930.0,1915.0,3520.0,4511.0,3755.0,4519.0,4895.0,5979.0,5300.0,5003.0,4996.0,5403.0,4740.0,3224.0,3303.0,3663.0,3816.0,2164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,0,0,-160,338,169,341,937,1632,1226,1008,821,850,762,701,1205,1085,931,1617.0,1661.0,1577.0,1950.0,1941.0,2738.0,2848.0,2409.0,1917.0,2293.0,4252.0,3381.0,7394.0,7433.0,8477.0,7632.0,6815.0,9568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,0,0,167,-174,189,1182,1297,1281,1104,865,1052,1066,930,1262,941,1038,1831,2202.0,2191.0,2964.0,3653.0,3759.0,5039.0,4636.0,5496.0,7570.0,8190.0,9392.0,9409.0,11149.0,12818.0,15301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,0,0,-46,159,485,343,1037,1314,1370,1572,1341,1307,1051,982,1637,2003,1848,1616.0,2026.0,2973.0,3040.0,3968.0,2890.0,3413.0,4431.0,4489.0,4882.0,4713.0,4892.0,4948.0,4713.0,6341.0,6489.0,7257.0,6900.0,6872.0,7061.0,6821.0,8905.0,9006.0,8726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,0,0,108,58,-176,-356,-298,-143,-309,-1,591,112,788,-500,-427,-466,102,1126.0,841.0,1964.0,1933.0,2923.0,3276.0,3391.0,3812.0,6627.0,8190.0,9341.0,10527.0,12498.0,12004.0,11030.0,12626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,0,0,-62,46,23,182,452,825,952,1028,1440,1591,1440,2458,2756,2909,3099,3909.0,5131.0,5216.0,5643.0,8446.0,8251.0,8981.0,9301.0,9349.0,9777.0,12421.0,13082.0,16585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,0,0,28,163,309,80,713,108,820,152,277,-23,-334,715,601,479,873,674.0,1014.0,2047.0,1578.0,2244.0,3216.0,3335.0,4347.0,5715.0,9461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,0,0,-56,-105,-323,-62,-237,-291,-330,-386,-221,1388,1418,1755,1252,2630,3431,5121.0,4529.0,5176.0,5515.0,5599.0,5683.0,6106.0,9983.0,9419.0,9745.0,10941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,0,-502,-430,-304,-1097,-597,-632,-641,-282,-283,-448,-327,-173,342,416,80,-475,89.0,9.0,1209.0,85.0,197.0,-347.0,-857.0,71.0,367.0,-1430.0,-1188.0,-2345.0,-3211.0,-3078.0,-3590.0,-3740.0,-4573.0,-7511.0,-8139.0,-8700.0,-10650.0,-10543.0,-9186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,0,0,10,276,289,441,260,1085,1142,1316,1534,1309,2424,3479,4069,3311,3561,3908.0,4780.0,4799.0,4907.0,4675.0,4191.0,4338.0,4061.0,3839.0,4057.0,4197.0,4381.0,4092.0,5325.0,7378.0,7459.0,7634.0,7821.0,7828.0,8672.0,8594.0,8368.0,5055.0,5427.0,5121.0,4663.0,3601.0,3527.0,3852.0,1736.0,-2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,0,0,50,494,246,569,614,743,1701,1641,1765,1572,1810,1202,1158,1166,1643,1273.0,1085.0,1315.0,1311.0,1099.0,681.0,-900.0,-3953.0,-4439.0,-5688.0,-6960.0,-8578.0,-8957.0,-8839.0,-11183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,0,0,-162,195,-23,-55,48,155,-14,163,75,173,-932,-712,-1522,-1796,-877,-857.0,-754.0,-954.0,-886.0,-834.0,-1504.0,-1004.0,-513.0,119.0,1087.0,642.0,1381.0,3244.0,4806.0,5783.0,9762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,0,0,7,5,82,392,1503,1439,2165,2274,3167,3108,3859,3158,3213,3864,3851,4000.0,3810.0,4153.0,4762.0,4849.0,4976.0,4768.0,6280.0,7525.0,9474.0,9769.0,10809.0,10755.0,13646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,0,0,50,-33,-60,-400,-539,-748,-1407,-1434,-1715,-1423,-1991,-1809,-2242,-3287,-4271,-4451.0,-4878.0,-5536.0,-5733.0,-5284.0,-4261.0,-5025.0,-4758.0,-4304.0,-4595.0,-3960.0,-4107.0,-4151.0,-4038.0,-3937.0,359.0,1572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,0,0,5,62,-78,356,370,1651,2074,1840,2179,2300,2822,2827,2627,4174,5994,6371.0,6655.0,6752.0,6571.0,7071.0,7533.0,8536.0,8312.0,8317.0,8135.0,12329.0,12420.0,15755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,0,0,12,128,3,-48,931,1205,2167,2302,2942,2880,4333,5986,5610,6485,6826,6837.0,7128.0,9385.0,9786.0,11419.0,14517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,0,0,-52,-11,-43,-145,-169,-531,-1056,-1603,-1354,-1835,-1307,-919,-2401,-1784,-1446,-849.0,-832.0,-101.0,175.0,14.0,122.0,-433.0,-73.0,-2235.0,-1276.0,-1848.0,-3877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,0,0,57,-60,70,-180,-224,-628,-573,-769,1214,-20,472,-179,44,-459,-205,-348.0,380.0,603.0,860.0,691.0,2800.0,3714.0,5313.0,6144.0,6375.0,6446.0,6263.0,6593.0,6703.0,6722.0,6895.0,7080.0,7900.0,8009.0,7279.0,10788.0,14306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,0,0,42,-12,-15,1636,985,3596,3754,3715,4246,4038,5001,4963,5296,5427,6225,6960.0,7474.0,7644.0,7015.0,8389.0,10868.0,14103.0,13733.0,15705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,0,0,-97,-372,-70,-287,-337,-186,-55,178,196,109,446,339,3125,3493,3732,5543.0,6033.0,5981.0,7852.0,7672.0,8444.0,9256.0,8459.0,8766.0,9038.0,9217.0,9512.0,9836.0,10053.0,12478.0,12529.0,13643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,0,0,51,-18,171,131,100,645,628,455,649,380,66,724,1924,1865,1856,1915.0,3047.0,3999.0,3446.0,3378.0,3490.0,3693.0,3926.0,2466.0,2786.0,2030.0,4065.0,5323.0,6148.0,6598.0,5361.0,5097.0,4819.0,4717.0,5657.0,4991.0,5093.0,5266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,0,0,86,48,-30,-833,-870,-769,-838,-1064,-670,-1032,-1188,-1749,-1976,-2916,-2600,-3021.0,-3515.0,-3465.0,-3494.0,-4225.0,-4441.0,-3715.0,-4412.0,-4982.0,-4651.0,-6589.0,-5390.0,-5782.0,-8291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,0,0,-77,-216,-236,-1,215,-55,-303,-150,-71,-651,1355,980,1965,1894,1988,2772.0,2637.0,2890.0,2878.0,3132.0,4245.0,4889.0,5383.0,5887.0,6789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,0,0,150,346,828,634,706,1896,2490,2321,2700,2658,2997,3734,5296,5226,5607,5619.0,5868.0,6078.0,6516.0,6815.0,7202.0,7728.0,9353.0,12030.0,12886.0,14136.0,13447.0,13955.0,13588.0,14081.0,15453.0,16564.0,17802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,0,0,-5,-43,-252,-150,150,185,163,1412,1225,1391,1456,1360,1254,1636,1365,1582.0,1219.0,2316.0,2150.0,1459.0,2794.0,2573.0,1571.0,829.0,2531.0,2812.0,3916.0,3987.0,3744.0,3775.0,4364.0,936.0,-1210.0,-1157.0,-2530.0,-2417.0,-914.0,365.0,626.0,351.0,2357.0,3142.0,2801.0,2852.0,4767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,0,0,99,-165,-104,-143,-784,-776,-628,-872,-1122,-1124,-1431,-1209,-1481,-1636,-1410,-1107.0,-1025.0,-1041.0,-1148.0,-1251.0,-598.0,-918.0,2402.0,3016.0,3768.0,5984.0,5671.0,6419.0,5271.0,4758.0,4578.0,5579.0,5465.0,7187.0,8644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,0,0,24,109,593,1049,1219,1349,1339,1163,828,1006,855,1074,990,282,130,-61.0,862.0,1354.0,1180.0,495.0,1085.0,1097.0,1459.0,1307.0,1029.0,1195.0,886.0,371.0,7.0,-1747.0,-2746.0,-2883.0,-4265.0,-4604.0,-4934.0,-4854.0,-4927.0,-6436.0,-7728.0,-7878.0,-8734.0,-8603.0,-10011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,0,0,42,142,158,336,267,377,397,207,182,182,-643,-220,-658,-1513,340,-232.0,785.0,330.0,1033.0,1424.0,251.0,-523.0,-45.0,-620.0,-627.0,-1253.0,-1081.0,-1308.0,-177.0,999.0,2011.0,4408.0,3790.0,4241.0,3883.0,3993.0,3691.0,2231.0,1544.0,567.0,215.0,-682.0,-401.0,-542.0,1147.0,-230.0,1590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,0,10,-7,24,133,195,53,518,352,430,468,266,55,280,342,2495,3433,4916.0,4934.0,5452.0,5301.0,6186.0,6310.0,7422.0,8158.0,8152.0,7249.0,9672.0,8911.0,9494.0,11722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,0,0,271,998,1349,1575,2018,1845,1853,1885,2043,2455,3284,2945,3384,2992,2897,2719.0,2884.0,3446.0,3063.0,2834.0,1664.0,1445.0,1304.0,1349.0,1117.0,-2214.0,-2026.0,-3807.0,-4657.0,-4701.0,-6579.0,-7837.0,-7342.0,-9286.0,-9198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,0,0,41,22,6,235,172,94,424,626,659,684,303,343,335,556,1619,1884.0,461.0,550.0,294.0,-170.0,15.0,-175.0,898.0,2473.0,1680.0,2966.0,4349.0,4631.0,4806.0,4300.0,5077.0,5520.0,3706.0,2951.0,-250.0,-5538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,0,0,-40,51,674,446,335,417,1656,1766,1936,3057,3561,3216,5046,4958,6061,5924.0,6975.0,6732.0,6923.0,7433.0,8327.0,8576.0,9711.0,9033.0,9075.0,8663.0,8823.0,8702.0,8479.0,8938.0,8927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,0,0,-54,26,-206,292,266,585,191,850,1006,1104,1280,2128,2584,2482,2448,3177.0,3377.0,1920.0,2360.0,2364.0,2648.0,2729.0,3133.0,2971.0,3711.0,8636.0,9937.0,10145.0,10763.0,11186.0,11550.0,12552.0,14070.0,15617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,0,0,-67,-161,-178,-122,-273,-473,-356,-536,-9,-319,-282,-356,1771,2438,3538,3539.0,4167.0,4540.0,4402.0,3976.0,3546.0,4718.0,3176.0,1929.0,1636.0,2252.0,4177.0,3910.0,4064.0,3398.0,3144.0,4063.0,4756.0,4746.0,3945.0,3282.0,5837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,0,0,-110,-16,-137,-99,-76,-28,-21,5,-184,187,625,396,576,652,814,1439.0,2011.0,3489.0,3976.0,4246.0,3406.0,3019.0,2943.0,3179.0,3375.0,5869.0,6698.0,7797.0,7919.0,8245.0,8282.0,8787.0,9040.0,9115.0,10278.0,14083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,0,0,-53,-9,-148,-139,28,-195,57,-72,-39,1612,1059,1377,1540,1666,1277,637.0,762.0,263.0,893.0,-11.0,4798.0,4699.0,4087.0,3196.0,6236.0,5375.0,5173.0,4121.0,3569.0,3591.0,5091.0,5408.0,5558.0,8069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,0,0,10,183,297,-261,-29,236,402,26,211,331,624,-167,259,-276,967,964.0,1035.0,957.0,-1025.0,-728.0,-421.0,-99.0,326.0,211.0,1331.0,3889.0,5227.0,6106.0,8061.0,8342.0,9292.0,9341.0,11942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,0,0,-597,-882,-977,-1516,-1709,-2962,-3093,-2095,-2096,-3168,-3179,-2995,-3486,-3924,-5337,-5446.0,-7039.0,-7270.0,-7839.0,-8551.0,-8425.0,-9467.0,-9555.0,-10301.0,-12119.0,-13837.0,-15610.0,-17123.0,-19746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,0,0,6,-238,-108,-287,-258,-313,-683,-814,-835,-901,-697,-2251,-1677,-2109,-2082,-2030.0,-4265.0,-4713.0,-4627.0,-4408.0,-4912.0,-5764.0,-7288.0,-4519.0,-3562.0,-4567.0,-2288.0,466.0,503.0,1267.0,1392.0,1285.0,-1160.0,-1486.0,-1379.0,-661.0,-4448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,0,0,14,-169,-216,-454,-211,-236,255,298,56,-589,-18,-53,-368,-535,-1448,-1868.0,-2978.0,-2220.0,-3656.0,-3007.0,-4666.0,-5566.0,-5101.0,-7052.0,-7104.0,-7168.0,-6668.0,-7058.0,-6579.0,-9641.0,-10024.0,-11400.0,-11478.0,-13260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,0,0,21,613,328,283,684,797,879,892,1033,915,1909,2109,1891,3615,3245,2903.0,3562.0,3278.0,3280.0,3538.0,4264.0,7287.0,7218.0,7918.0,12802.0,12597.0,13641.0,15363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,0,0,-27,150,220,593,230,657,688,832,971,1385,1197,936,790,384,260,-488.0,-748.0,-599.0,-1616.0,-1617.0,-2158.0,-1520.0,-1255.0,-1786.0,-3322.0,-6210.0,-7055.0,-9071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,0,0,70,52,-539,-686,-583,-210,-1287,-1807,-2001,-2682,-2415,-2350,-3023,-2848,-3039,-3783.0,-4107.0,-4132.0,-4085.0,-4620.0,-4629.0,-5813.0,-5238.0,-5814.0,-5909.0,-6830.0,-10133.0,-11116.0,-12849.0,-12825.0,-15011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,0,0,26,2,436,40,465,-400,-208,75,621,381,1010,521,657,100,269,-2023.0,-2197.0,-2293.0,-3079.0,-4031.0,-3774.0,-4635.0,-5720.0,-7570.0,-8455.0,-9510.0,-9811.0,-10184.0,-10381.0,-12818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,0,0,-20,-138,8,401,122,-22,-59,319,326,701,458,279,-711,1464,727,474.0,316.0,526.0,427.0,-150.0,890.0,619.0,298.0,621.0,514.0,1368.0,1640.0,1320.0,-1103.0,-1480.0,-2199.0,-2056.0,-2169.0,-1477.0,-1018.0,-2129.0,-2629.0,-5031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,0,-17,-34,285,-38,59,77,-8,157,71,265,886,2198,2459,1786,3151,2388,1535.0,2367.0,2253.0,2326.0,2405.0,2608.0,2348.0,2651.0,2894.0,2862.0,2891.0,2863.0,3016.0,3180.0,3602.0,3589.0,3661.0,4724.0,5765.0,7623.0,8822.0,10189.0,10652.0,10315.0,12425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,0,0,-3,246,-1250,-950,-1754,-1551,-1643,-1257,-1419,-1364,-545,-551,-942,-949,-1265,-1354.0,-2208.0,-2318.0,-2167.0,-1973.0,-2030.0,-2033.0,-2277.0,-3892.0,-3930.0,-3478.0,-3950.0,-3659.0,-3627.0,-3010.0,-3210.0,-292.0,1617.0,2284.0,3043.0,3178.0,3840.0,2993.0,2358.0,1877.0,1655.0,1507.0,1822.0,901.0,112.0,-519.0,1456.0,-1786.0,-2390.0,-2506.0,-1948.0,1050.0,2867.0,3885.0,4077.0,4451.0,4869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,0,0,-79,-106,-124,-138,22,-177,25,-510,-488,-508,206,277,346,338,1161,2703.0,3105.0,6087.0,5427.0,6846.0,6914.0,7390.0,8531.0,10466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,0,0,-20,224,397,201,-45,280,188,-578,-201,-373,282,-1174,-706,-396,-586,-368.0,-781.0,-1168.0,-1493.0,-1481.0,-1182.0,-1613.0,-3438.0,-2953.0,-3767.0,-3709.0,-3038.0,-3661.0,-3953.0,-3518.0,-3742.0,-1492.0,1515.0,5205.0,3023.0,3539.0,3090.0,4841.0,5981.0,7892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,0,0,19,-37,-443,26,-46,274,581,514,415,-102,14,1481,118,1050,673,747.0,1174.0,1817.0,3669.0,4205.0,4134.0,6118.0,6531.0,6985.0,6819.0,7702.0,10346.0,12699.0,18467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,0,0,-6,169,118,-169,-6,366,97,147,122,-68,-221,-796,-609,-679,151,1040.0,697.0,-399.0,363.0,-486.0,-347.0,-287.0,-590.0,-731.0,-590.0,-535.0,-1149.0,-1246.0,-1299.0,-1245.0,-1516.0,-1787.0,-1654.0,-245.0,-349.0,-963.0,511.0,-2128.0,-4014.0,-4137.0,-4253.0,-3692.0,-3391.0,-3379.0,-2200.0,-1732.0,350.0,258.0,2307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,0,0,90,71,66,-25,67,-126,454,236,10,-1131,-1068,-829,-205,223,1433,1403.0,532.0,1358.0,1865.0,2010.0,1873.0,2332.0,3152.0,3963.0,5865.0,5503.0,5630.0,7217.0,8816.0,10364.0,11903.0,14544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,0,0,-51,-110,906,827,901,447,362,114,195,165,326,342,357,141,-280,-514.0,-371.0,-715.0,-543.0,643.0,151.0,-534.0,-461.0,-912.0,-919.0,-1011.0,973.0,1891.0,2944.0,6917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,0,0,-55,41,74,63,-51,74,285,42,463,-222,6,-141,-132,-74,1210,865.0,784.0,910.0,792.0,191.0,-794.0,-741.0,-727.0,2154.0,3965.0,4910.0,4657.0,5243.0,5959.0,6096.0,5825.0,5951.0,6014.0,3852.0,1092.0,245.0,85.0,2559.0,2481.0,2447.0,1261.0,-1926.0,-1697.0,-2307.0,-2259.0,-3586.0,-3253.0,-3567.0,-5433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,0,0,-33,187,33,-67,11,110,205,179,514,780,472,1113,1514,2396,2448,2834.0,3932.0,3512.0,4006.0,4556.0,4855.0,5593.0,5507.0,5843.0,6192.0,10137.0,11122.0,14547.0,15228.0,19385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,0,0,-100,-194,381,609,848,552,133,-924,-1172,-1338,-1951,-1718,-1683,-1168,-1488,-2599.0,-2322.0,-2476.0,-1739.0,-1029.0,-8.0,371.0,1539.0,1513.0,928.0,-456.0,-1797.0,-4879.0,-5042.0,-3491.0,-2995.0,-3473.0,-4457.0,-6249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,0,0,95,441,291,639,359,369,517,1267,1228,1099,777,859,1347,2003,2132,688.0,1211.0,-762.0,-448.0,87.0,-125.0,-1819.0,-1016.0,-1066.0,-2042.0,-1950.0,-1906.0,-1484.0,-1355.0,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,0,0,-10,-68,431,796,693,526,1065,923,652,632,228,979,767,833,817,412.0,-58.0,204.0,1088.0,2086.0,2469.0,1380.0,1442.0,1582.0,2521.0,4692.0,7842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,0,-10,-23,-231,-346,-184,-563,-176,7,-951,-656,-919,-757,-1186,-374,-453,-704,-2847.0,-1996.0,-1408.0,-1615.0,-975.0,-1294.0,-1402.0,-1824.0,-1864.0,-1489.0,-2132.0,-3735.0,-3725.0,-3786.0,-3944.0,-3600.0,-3628.0,-3779.0,-2108.0,-183.0,-439.0,467.0,-107.0,683.0,2930.0,3515.0,3778.0,3922.0,3155.0,3188.0,3172.0,2765.0,2288.0,521.0,-106.0,1551.0,1679.0,1120.0,64.0,1332.0,1189.0,812.0,1189.0,663.0,-274.0,-362.0,-286.0,-273.0,-1011.0,-375.0,-2710.0,-3069.0,-2751.0,-3591.0,-3149.0,-4118.0,-6475.0,,,,,,,,,,,,,,,,,,,,,
4093,0,2,-29,95,-656,-665,-808,-729,-759,-747,-977,-514,-1416,-1891,-63,-473,-610,-1143.0,-2381.0,-2269.0,-2998.0,-3021.0,-3332.0,-3471.0,-4313.0,-5408.0,-5536.0,-6005.0,-3315.0,-2412.0,-577.0,-92.0,-769.0,-363.0,-381.0,-144.0,611.0,1690.0,3174.0,4182.0,5770.0,6594.0,8334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,0,0,66,-60,-87,116,-1123,-1062,-1297,-1002,-1141,-1006,-12,-260,-180,1070,1336,2635.0,2687.0,3335.0,3638.0,3945.0,3921.0,5108.0,4933.0,5095.0,5005.0,3380.0,3698.0,3217.0,3679.0,2911.0,3128.0,2181.0,212.0,83.0,-206.0,731.0,2675.0,2295.0,1249.0,780.0,312.0,-218.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,0,0,32,143,152,99,-727,186,-97,-52,-103,-444,-56,-479,-759,-450,-697,-677.0,-900.0,-898.0,-768.0,-1244.0,-1209.0,-336.0,-541.0,-635.0,-1782.0,-3242.0,-3324.0,-3914.0,-3976.0,-4835.0,-5630.0,-5795.0,-5628.0,-5088.0,-4121.0,-5029.0,-4946.0,-5198.0,-5352.0,-6490.0,-6901.0,-6035.0,-7530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,0,-10,54,-92,-871,-1481,-2090,-1557,-1994,-2585,-3077,-3268,-4235,-6721,-6480,-7298,-9009,-9137.0,-8443.0,-8407.0,-10792.0,-12787.0,-12862.0,-13186.0,-16684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,0,0,11,-380,-304,-575,-529,-769,-561,-973,-1179,-1968,-2168,-3088,-4136,-4486,-5291,-5811.0,-5872.0,-6284.0,-7488.0,-5163.0,-5446.0,-6555.0,-7341.0,-7210.0,-8140.0,-8339.0,-8145.0,-8571.0,-8131.0,-8276.0,-8479.0,-10038.0,-9934.0,-10523.0,-10138.0,-10005.0,-11171.0,-8601.0,-8145.0,-8444.0,-8810.0,-8553.0,-10814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
